timestamp,scan_rate_hz,object_count,avg_objects_per_scan,success_rate_percent,cpu_time_ms_per_frame
2025-12-08T08:09:39.853312,2.95,4,2.67,66.7,14.61
2025-12-08T08:09:40.856956,2.99,3,3.67,100.0,9.33
2025-12-08T08:09:41.853596,2.01,4,3.50,100.0,12.51
2025-12-08T08:09:42.854264,2.00,3,4.50,100.0,8.84
2025-12-08T08:09:43.853495,3.00,3,3.33,100.0,18.60
2025-12-08T08:09:44.857666,1.99,2,3.00,100.0,14.62
2025-12-08T08:09:45.853281,3.01,2,2.67,100.0,8.11
2025-12-08T08:09:46.853262,2.00,3,2.00,100.0,13.96
2025-12-08T08:09:47.857311,1.99,4,3.00,100.0,16.65
2025-12-08T08:09:48.856460,3.00,4,3.00,100.0,8.31
2025-12-08T08:09:49.854903,2.00,4,3.50,100.0,11.05
2025-12-08T08:09:50.853380,3.00,4,4.00,100.0,11.61
2025-12-08T08:09:51.857102,1.99,3,3.00,100.0,6.98
2025-12-08T08:09:52.853389,3.01,3,2.67,100.0,8.79
2025-12-08T08:09:53.853831,2.87,3,2.71,100.0,7.24
2025-12-08T08:09:54.853315,3.00,3,3.67,100.0,8.62
2025-12-08T08:09:55.854694,3.00,3,2.33,100.0,8.97
2025-12-08T08:09:56.853259,3.00,3,3.33,100.0,10.53
2025-12-08T08:09:57.853303,3.00,4,3.00,100.0,8.08
2025-12-08T08:09:58.856967,2.99,3,3.33,100.0,6.49
2025-12-08T08:09:59.854055,3.01,4,3.33,100.0,10.74
2025-12-08T08:10:00.853326,3.00,3,3.33,100.0,11.62
2025-12-08T08:10:01.853388,3.00,4,3.00,100.0,9.34
2025-12-08T08:10:02.855296,2.99,2,4.00,100.0,9.17
2025-12-08T08:10:03.853568,2.00,3,2.50,100.0,9.88
2025-12-08T08:10:04.857276,2.99,3,3.67,100.0,9.90
2025-12-08T08:10:05.853259,3.01,4,3.67,100.0,9.32
2025-12-08T08:10:06.857158,2.99,3,4.33,100.0,9.01
2025-12-08T08:10:07.853734,3.01,2,2.67,100.0,7.88
2025-12-08T08:10:08.856050,2.99,4,3.00,100.0,8.58
2025-12-08T08:10:09.857198,3.00,3,3.67,100.0,8.51
2025-12-08T08:10:10.854548,2.01,5,3.00,100.0,7.57
2025-12-08T08:10:11.857742,1.99,3,4.00,100.0,13.02
2025-12-08T08:10:12.857828,3.00,4,3.00,100.0,8.22
2025-12-08T08:10:13.853231,3.01,2,4.00,100.0,9.14
