timestamp,scan_rate_hz,object_count,avg_objects_per_scan,success_rate_percent,cpu_time_ms_per_frame
2025-12-08T08:32:11.506357,2.95,4,3.33,66.7,16.33
2025-12-08T08:32:12.505744,2.00,3,4.00,100.0,21.10
2025-12-08T08:32:13.505721,2.00,5,3.50,100.0,27.23
2025-12-08T08:32:14.506973,3.00,4,4.33,100.0,12.53
2025-12-08T08:32:15.507012,2.00,5,4.00,100.0,11.25
2025-12-08T08:32:16.508857,2.00,5,4.50,100.0,9.46
2025-12-08T08:32:17.506506,2.51,8,4.43,100.0,12.68
2025-12-08T08:32:18.506211,2.00,8,7.00,100.0,12.01
2025-12-08T08:32:19.505719,2.00,6,7.00,100.0,11.46
2025-12-08T08:32:20.505667,3.00,6,7.33,100.0,14.22
2025-12-08T08:32:21.505899,2.00,6,6.00,100.0,11.89
2025-12-08T08:32:22.505714,2.00,6,6.00,100.0,15.82
2025-12-08T08:32:23.507433,2.00,8,6.00,100.0,24.90
2025-12-08T08:32:24.508067,2.99,6,7.33,100.0,13.01
2025-12-08T08:32:25.505683,2.00,11,6.00,100.0,13.00
2025-12-08T08:32:26.505921,2.00,9,10.00,100.0,13.18
2025-12-08T08:32:27.505997,2.00,9,9.00,100.0,19.32
2025-12-08T08:32:28.505878,2.00,9,9.00,100.0,12.15
2025-12-08T08:32:29.505872,3.00,9,9.00,100.0,17.63
2025-12-08T08:32:30.505822,2.00,11,9.00,100.0,16.30
2025-12-08T08:32:31.510962,1.99,9,11.00,100.0,25.10
2025-12-08T08:32:32.506292,3.01,9,9.00,100.0,17.00
2025-12-08T08:32:33.510714,1.99,11,8.50,100.0,10.37
2025-12-08T08:32:34.505846,2.01,13,10.00,100.0,13.92
2025-12-08T08:32:35.506185,2.00,12,12.50,100.0,13.92
2025-12-08T08:32:36.505696,2.00,14,13.00,100.0,16.79
2025-12-08T08:32:37.509947,1.99,14,13.00,100.0,14.98
2025-12-08T08:32:38.506233,3.01,12,12.33,100.0,16.10
2025-12-08T08:32:39.505992,2.00,11,12.00,100.0,13.88
2025-12-08T08:32:40.511833,0.99,12,11.00,100.0,17.46
2025-12-08T08:32:41.506051,2.01,14,12.00,100.0,26.44
2025-12-08T08:32:42.505973,2.00,12,13.00,100.0,13.24
2025-12-08T08:32:43.505995,2.00,15,13.00,100.0,11.82
2025-12-08T08:32:44.505774,3.00,17,15.67,100.0,16.28
2025-12-08T08:32:45.506929,2.00,17,15.50,100.0,22.16
2025-12-08T08:32:46.505814,2.00,15,16.00,100.0,24.73
2025-12-08T08:32:47.505817,2.00,15,15.00,100.0,16.40
