timestamp,scan_rate_hz,object_count,avg_objects_per_scan,success_rate_percent,cpu_time_ms_per_frame
2025-12-07T19:54:26.688352,0.00,0,0.00,0.0,0.00
2025-12-07T19:54:27.688129,0.00,0,0.00,0.0,0.00
2025-12-07T19:54:28.688286,1.00,9,0.00,0.0,300.05
2025-12-07T19:54:29.688204,4.00,8,8.50,100.0,6.44
2025-12-07T19:54:30.688122,3.00,9,8.67,100.0,8.99
2025-12-07T19:54:31.688177,3.00,9,9.00,100.0,10.11
2025-12-07T19:54:32.689362,4.00,9,8.75,100.0,7.83
2025-12-07T19:54:33.692482,2.99,8,9.00,100.0,10.59
2025-12-07T19:54:34.688364,4.02,8,8.75,100.0,12.09
2025-12-07T19:54:35.688708,3.00,9,8.33,100.0,8.82
2025-12-07T19:54:36.689091,4.00,9,9.00,100.0,9.70
2025-12-07T19:54:37.689221,3.00,8,9.00,100.0,10.10
2025-12-07T19:54:38.690402,3.73,8,8.46,100.0,7.82
2025-12-07T19:54:39.688567,3.01,8,8.67,100.0,8.90
2025-12-07T19:54:40.688348,3.00,9,8.67,100.0,10.94
2025-12-07T19:54:41.688278,3.00,8,8.67,100.0,8.32
2025-12-07T19:54:42.688099,4.00,8,8.50,100.0,8.58
2025-12-07T19:54:43.688180,3.00,9,8.33,100.0,8.73
2025-12-07T19:54:44.688250,4.00,8,8.75,100.0,11.05
2025-12-07T19:54:45.688244,4.00,8,8.50,100.0,9.12
2025-12-07T19:54:46.688136,3.00,9,8.67,100.0,8.53
2025-12-07T19:54:47.688116,3.00,9,8.33,100.0,9.50
2025-12-07T19:54:48.688324,4.00,8,8.75,100.0,8.17
2025-12-07T19:54:49.688297,3.00,9,8.33,100.0,8.44
2025-12-07T19:54:50.688484,4.00,8,8.50,100.0,9.86
2025-12-07T19:54:51.688247,3.00,9,8.00,100.0,11.19
2025-12-07T19:54:52.688551,4.00,9,9.00,100.0,8.84
2025-12-07T19:54:53.688758,3.00,9,8.33,100.0,7.00
2025-12-07T19:54:54.688443,4.00,9,9.00,100.0,8.99
2025-12-07T19:54:55.688320,3.00,9,8.33,100.0,8.76
2025-12-07T19:54:56.688454,4.00,9,8.75,100.0,7.96
2025-12-07T19:54:57.688469,3.00,8,8.67,100.0,9.15
2025-12-07T19:54:58.688245,4.00,9,8.75,100.0,7.63
2025-12-07T19:54:59.688162,3.00,8,8.67,100.0,8.17
2025-12-07T19:55:00.688235,4.00,9,8.50,100.0,9.14
2025-12-07T19:55:01.688139,3.00,9,8.33,100.0,7.99
2025-12-07T19:55:02.688317,4.00,8,8.75,100.0,10.65
2025-12-07T19:55:03.688334,3.00,9,8.67,100.0,11.42
2025-12-07T19:55:04.688845,3.00,9,8.67,100.0,8.22
2025-12-07T19:55:05.688362,4.00,8,8.75,100.0,9.20
2025-12-07T19:55:06.688265,4.00,8,8.50,100.0,10.85
2025-12-07T19:55:07.688205,3.00,9,8.00,100.0,7.24
2025-12-07T19:55:08.688243,3.73,8,8.92,100.0,8.80
2025-12-07T19:55:09.688392,3.00,9,8.33,100.0,7.61
2025-12-07T19:55:10.688135,4.00,9,8.75,100.0,10.46
2025-12-07T19:55:11.688115,3.00,9,9.00,100.0,8.25
2025-12-07T19:55:12.689050,3.00,8,8.33,100.0,9.71
2025-12-07T19:55:13.688218,4.00,9,8.50,100.0,8.18
2025-12-07T19:55:14.688446,3.00,8,8.67,100.0,7.34
2025-12-07T19:55:15.688525,4.00,9,8.50,100.0,7.55
2025-12-07T19:55:16.688208,4.00,8,8.75,100.0,7.98
2025-12-07T19:55:17.688125,3.00,9,8.67,100.0,7.96
2025-12-07T19:55:18.688989,3.00,9,9.00,100.0,8.11
2025-12-07T19:55:19.688113,4.00,9,8.75,100.0,8.90
2025-12-07T19:55:20.688190,4.00,8,9.00,100.0,8.45
2025-12-07T19:55:21.688433,3.00,9,8.67,100.0,8.19
2025-12-07T19:55:22.688389,4.00,8,8.75,100.0,9.51
2025-12-07T19:55:23.688295,3.00,9,8.67,100.0,7.28
2025-12-07T19:55:24.688408,3.00,8,8.67,100.0,8.77
2025-12-07T19:55:25.688639,3.00,8,8.67,100.0,9.64
2025-12-07T19:55:26.688357,4.00,8,8.25,100.0,10.64
2025-12-07T19:55:27.688402,3.00,9,8.33,100.0,7.76
2025-12-07T19:55:28.688407,4.00,9,8.75,100.0,8.34
2025-12-07T19:55:29.688408,3.00,8,8.67,100.0,7.80
2025-12-07T19:55:30.688675,4.00,9,8.50,100.0,8.64
2025-12-07T19:55:31.688469,3.00,8,8.33,100.0,9.05
2025-12-07T19:55:32.688744,4.00,9,8.75,100.0,8.20
2025-12-07T19:55:33.688353,3.00,9,8.67,100.0,7.86
2025-12-07T19:55:34.688157,4.00,8,8.50,100.0,9.67
2025-12-07T19:55:35.688280,3.00,9,8.33,100.0,8.68
2025-12-07T19:55:36.693054,2.99,8,9.00,100.0,12.37
2025-12-07T19:55:37.688248,3.74,9,8.62,100.0,8.89
2025-12-07T19:55:38.692030,2.99,8,9.00,100.0,8.28
2025-12-07T19:55:39.688200,4.02,9,8.00,100.0,10.30
2025-12-07T19:55:40.688314,3.00,8,8.67,100.0,11.16
2025-12-07T19:55:41.688205,3.00,9,8.33,100.0,9.31
2025-12-07T19:55:42.688229,3.00,9,8.67,100.0,7.08
2025-12-07T19:55:43.688158,4.00,9,8.50,100.0,8.78
2025-12-07T19:55:44.688025,4.00,8,8.25,100.0,9.81
2025-12-07T19:55:45.688120,3.00,9,8.33,100.0,8.24
2025-12-07T19:55:46.687910,4.00,9,9.00,100.0,7.25
2025-12-07T19:55:47.688366,3.00,9,9.00,100.0,7.90
2025-12-07T19:55:48.688564,4.00,8,8.50,100.0,9.66
