timestamp,scan_rate_hz,object_count,avg_objects_per_scan,success_rate_percent,cpu_time_ms_per_frame
2025-12-07T19:01:31.673783,2.94,8,5.33,66.7,0.00
2025-12-07T19:01:32.675917,3.99,8,8.00,100.0,0.00
2025-12-07T19:01:33.673158,3.01,8,8.00,100.0,0.00
2025-12-07T19:01:34.673182,4.00,8,8.00,100.0,0.00
2025-12-07T19:01:35.673146,3.00,8,8.00,100.0,0.00
2025-12-07T19:01:36.673158,3.00,8,8.00,100.0,0.00
2025-12-07T19:01:37.673079,3.00,8,8.00,100.0,0.00
2025-12-07T19:01:38.673145,3.00,8,8.00,100.0,0.00
2025-12-07T19:01:39.672923,4.00,8,8.00,100.0,0.00
2025-12-07T19:01:40.673068,3.00,8,8.00,100.0,0.00
2025-12-07T19:01:41.673086,4.00,8,8.00,100.0,0.00
2025-12-07T19:01:42.673238,4.00,8,8.00,100.0,0.00
2025-12-07T19:01:43.673152,3.00,8,8.00,100.0,0.00
2025-12-07T19:01:44.673023,4.00,8,8.00,100.0,0.00
2025-12-07T19:01:45.673076,4.00,8,8.00,100.0,0.00
2025-12-07T19:01:46.675432,2.99,8,8.00,100.0,0.00
2025-12-07T19:01:47.672923,4.01,8,8.00,100.0,0.00
2025-12-07T19:01:48.673130,4.00,8,8.00,100.0,0.00
2025-12-07T19:01:49.673132,3.00,8,8.00,100.0,0.00
2025-12-07T19:01:50.672924,4.00,8,8.00,100.0,0.00
2025-12-07T19:01:51.673288,3.00,8,8.00,100.0,0.00
2025-12-07T19:01:52.672972,4.00,8,8.00,100.0,0.00
2025-12-07T19:01:53.673128,4.00,8,8.00,100.0,0.00
2025-12-07T19:01:54.673090,3.00,8,8.00,100.0,0.00
2025-12-07T19:01:55.673026,4.00,8,8.00,100.0,0.00
2025-12-07T19:01:56.673116,4.00,8,8.00,100.0,0.00
2025-12-07T19:01:57.673035,3.00,8,8.00,100.0,0.00
2025-12-07T19:01:58.673134,4.00,8,8.00,100.0,0.00
2025-12-07T19:01:59.673353,4.00,8,8.00,100.0,0.00
2025-12-07T19:02:00.673055,3.00,8,8.00,100.0,0.00
2025-12-07T19:02:01.672950,3.00,8,8.00,100.0,0.00
2025-12-07T19:02:02.673126,4.00,8,8.00,100.0,0.00
2025-12-07T19:02:03.674982,3.73,8,8.00,100.0,0.00
2025-12-07T19:02:04.673264,3.01,8,8.00,100.0,0.00
2025-12-07T19:02:05.673044,3.00,8,8.00,100.0,0.00
2025-12-07T19:02:06.673084,3.00,8,8.00,100.0,0.00
2025-12-07T19:02:07.672996,4.00,8,8.00,100.0,0.00
2025-12-07T19:02:08.672977,3.00,8,8.00,100.0,0.00
2025-12-07T19:02:09.673087,4.00,8,8.00,100.0,0.00
2025-12-07T19:02:10.673000,3.00,8,8.00,100.0,0.00
2025-12-07T19:02:11.672938,3.00,8,8.00,100.0,0.00
2025-12-07T19:02:12.673038,4.00,8,8.00,100.0,0.00
2025-12-07T19:02:13.672928,3.00,8,8.00,100.0,0.00
2025-12-07T19:02:14.672971,4.00,8,8.00,100.0,0.00
2025-12-07T19:02:15.673246,3.00,8,8.00,100.0,0.00
2025-12-07T19:02:16.676535,2.99,8,8.00,100.0,0.00
2025-12-07T19:02:17.673027,4.01,8,8.00,100.0,0.00
2025-12-07T19:02:18.673089,3.00,8,8.00,100.0,0.00
2025-12-07T19:02:19.673376,4.00,8,8.00,100.0,0.00
2025-12-07T19:02:20.673181,3.00,8,8.00,100.0,0.00
2025-12-07T19:02:21.673047,4.00,8,8.00,100.0,0.00
2025-12-07T19:02:22.673072,3.00,8,8.00,100.0,0.00
2025-12-07T19:02:23.676174,2.99,8,8.00,100.0,0.00
2025-12-07T19:02:24.673604,3.01,8,8.00,100.0,0.00
2025-12-07T19:02:25.672968,3.00,8,8.00,100.0,0.00
2025-12-07T19:02:26.673381,4.00,8,8.00,100.0,0.00
2025-12-07T19:02:27.673159,3.00,8,8.00,100.0,0.00
2025-12-07T19:02:28.672967,4.00,8,8.00,100.0,0.00
2025-12-07T19:02:29.672985,3.00,8,8.00,100.0,0.00
2025-12-07T19:02:30.673101,4.00,8,8.00,100.0,0.00
2025-12-07T19:02:31.673040,3.00,8,8.00,100.0,0.00
2025-12-07T19:02:32.672959,3.44,8,8.00,100.0,0.00
2025-12-07T19:02:33.675964,2.99,8,8.00,100.0,0.00
2025-12-07T19:02:34.673086,3.01,8,8.00,100.0,0.00
2025-12-07T19:02:35.673105,3.00,8,8.00,100.0,0.00
2025-12-07T19:02:36.673238,4.00,8,8.00,100.0,0.00
2025-12-07T19:02:37.672979,4.00,8,8.00,100.0,0.00
2025-12-07T19:02:38.672941,3.00,8,8.00,100.0,0.00
2025-12-07T19:02:39.672953,4.00,8,8.00,100.0,0.00
2025-12-07T19:02:40.673011,3.00,8,8.00,100.0,0.00
2025-12-07T19:02:41.672992,4.00,8,8.00,100.0,0.00
2025-12-07T19:02:42.673040,4.00,8,8.00,100.0,0.00
2025-12-07T19:02:43.672925,3.00,8,8.00,100.0,0.00
2025-12-07T19:02:44.673000,4.00,8,8.00,100.0,0.00
2025-12-07T19:02:45.672996,3.00,8,8.00,100.0,0.00
2025-12-07T19:02:46.673152,4.00,8,8.00,100.0,0.00
2025-12-07T19:02:47.673740,4.00,8,8.00,100.0,0.00
2025-12-07T19:02:48.673047,3.00,8,8.00,100.0,0.00
2025-12-07T19:02:49.673226,4.00,8,8.00,100.0,0.00
2025-12-07T19:02:50.673115,4.00,8,8.00,100.0,0.00
2025-12-07T19:02:51.673524,3.00,8,8.00,100.0,0.00
2025-12-07T19:02:52.675793,3.99,8,8.00,100.0,0.00
2025-12-07T19:02:53.672994,4.01,8,8.00,100.0,0.00
2025-12-07T19:02:54.672991,3.00,8,8.00,100.0,0.00
2025-12-07T19:02:55.673017,4.00,8,8.00,100.0,0.00
2025-12-07T19:02:56.673002,4.00,8,8.00,100.0,0.00
2025-12-07T19:02:57.672943,3.00,8,8.00,100.0,0.00
2025-12-07T19:02:58.672980,4.00,8,8.00,100.0,0.00
2025-12-07T19:02:59.674644,3.00,8,8.00,100.0,0.00
2025-12-07T19:03:00.673072,4.01,8,8.00,100.0,0.00
2025-12-07T19:03:01.672999,3.00,8,8.00,100.0,0.00
2025-12-07T19:03:02.673026,3.73,8,8.00,100.0,0.00
2025-12-07T19:03:03.672997,4.00,8,8.00,100.0,0.00
2025-12-07T19:03:04.673258,3.00,8,8.00,100.0,0.00
2025-12-07T19:03:05.672949,4.00,8,8.00,100.0,0.00
2025-12-07T19:03:06.673012,3.00,8,8.00,100.0,0.00
